Game Turn, Player, Unit, From X, From Y, To X, To Y, Info, Checksum
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2370, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2320, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2321, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2304, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2370, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2320, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2321, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2304, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2370, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2320, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2321, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2304, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2370, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2064, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2065, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2048, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, 43, 27, 16400, 61916369
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, 43, 27, 16400, 61916369
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2320, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2321, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2304, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2320, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2321, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2304, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2320, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2321, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2304, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2370, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2320, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2321, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2304, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2370, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2370, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, 43, 27, 16400, d9d8f49e
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, 43, 27, 16400, d9d8f49e
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, 43, 27, 16400, d9d8f49e
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, 43, 27, 16400, d9d8f49e
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2320, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2321, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2304, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2320, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2321, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2304, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2320, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2321, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2304, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2370, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, 43, 27, 16656, d9d8f49e
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2320, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2321, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2304, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2370, ffffffff
004, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 45, 31, -9999, -9999, 2370, ffffffff
