Game Turn, Player, System, Tree, Node, Result, Data
2, 3, City LOC_CITY_NAME_BOGOTA, Build City District, READY, Move Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City District, READY, Build Production, Using builder charge at 15 22
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 22
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 16 24
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, SUCCESS, Check Plot, Plot 16 24: Clear
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Build Unit, Not Building
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Cancel Contract, No contract
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Protect Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Move Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 22.0
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Cancel Contract, Canceling contract 7
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Protect Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Move Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, RUNNING, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Decode Trigger, Value: 57
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Purchase Plot, Not Buying anything
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Reserve Plot, Reserving plot 16 24
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Decode Trigger, Building: BUILDING_HANGING_GARDENS; Value: 57
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Purchase Plot, Not Buying anything
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Reserve Plot, Reserving plot 16 24
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, RUNNING, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, RUNNING, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, RUNNING, Add Goal Tech, TECH_IRRIGATION: Accepted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, SUCCESS, Check Plot, Plot 16 24: Clear
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Build Unit, Not Building
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Build Unit, Not Building
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Check Plot, Plot 16 24: FEATURE_FLOODPLAINS
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Concurrent, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Build Unit, Not Building
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Has Player Ability, Wonders, --, Failed
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Sequence, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Priority, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Find Available Unit, Not seeking units
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Contract Manager Decorator, No contract,
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Build Unit, Not Building
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Cancel Contract, No contract
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Move Unit, 
2, 3, City LOC_CITY_NAME_BOGOTA, Seek Target Wonder, READY, Build Production, Using builder charge at 16 24
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Sequence, 
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_BUILDER; Value: 20
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Turn Limiter, Child running 0 of 6 turns
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Contract Manager Decorator, No contract,
2, 3, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 20.0
2, 5, Operation, Settle City Op, RUNNING, Concurrent, 
2, 5, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 201
2, 5, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
2, 5, Operation, Settle City Op, RUNNING, Sequence, 
2, 5, Operation, Settle City Op, SUCCESS, Operation Change Target, OK
2, 5, Operation, Settle City Op, RUNNING, Concurrent, 
2, 5, Operation, Settle City Op, RUNNING, Priority, 
2, 5, Operation, Settle City Op, FAILURE, Find Available Unit, Seeking: UNIT_SETTLER
2, 5, Operation, Settle City Op, RUNNING, Concurrent, 
2, 5, Operation, Settle City Op, RUNNING, Contract Manager Decorator, No contract,
2, 5, Operation, Settle City Op, RUNNING, Build Unit, UNIT_SETTLER: Accepted at 201.0
2, 5, Operation, Settle City Op, RUNNING, Contract Manager Decorator, Contract 10: waiting 0 of -1 turns,
2, 5, Operation, Settle City Op, READY, Concurrent, 
2, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
2, 5, Operation, Settle City Op, READY, Operation Move, Inactive
2, 5, Operation, Settle City Op, READY, Lock Units, Units Locked
2, 5, Operation, Settle City Op, READY, Concurrent, 
2, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
2, 5, Operation, Settle City Op, READY, Make Formation, 
2, 5, Operation, Settle City Op, READY, Operation Attack Units, 
2, 5, Operation, Settle City Op, READY, Operation Move, Inactive
2, 5, Operation, Settle City Op, READY, Concurrent, 
2, 5, Operation, Settle City Op, READY, Operation Change Target, OK
2, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
2, 5, Operation, Settle City Op, READY, Operation Attack Units, 
2, 5, Operation, Settle City Op, READY, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
2, 5, Operation, Settle City Op, READY, Operation Move, Inactive
2, 5, Operation, Settle City Op, READY, Settle, Settling unit to make new city
2, 5, City LOC_CITY_NAME_STIRLING, Simple City Tree, SUCCESS, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Sequence, 
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Decode Trigger, Unit: UNIT_TRADER; Value: 0
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Turn Limiter, Child running 1 of 6 turns
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Add Goal Tech, CIVIC_FOREIGN_TRADE: Accepted
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Contract Manager Decorator, No contract,
2, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Build Unit, Not Building
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Sequence, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 31
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Sequence, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Concurrent, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 48 18
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Contract Manager Decorator, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Priority, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, SUCCESS, Check Plot, Plot 48 18: Clear
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Sequence, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Priority, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Build Unit, Not Building
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Cancel Contract, No contract
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Concurrent, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Protect Unit, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Move Unit, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Sequence, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Priority, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 31.0
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Cancel Contract, Canceling contract 11
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Concurrent, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Protect Unit, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Move Unit, 
2, 5, Seek Tech Boost TECH_IRRIGATION, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, RUNNING, Sequence, 
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_SLINGER; Value: 24
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, SUCCESS, Turn Limiter, Child running 0 of 6 turns
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, RUNNING, Contract Manager Decorator, No contract,
2, 5, Seek Tech Boost TECH_ARCHERY, Build Trigger Unit, RUNNING, Build Unit, UNIT_SLINGER: Accepted at 24.0
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, RUNNING, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, SUCCESS, Decode Trigger, Building: BUILDING_MONUMENT; Value: 21
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, SUCCESS, Contract Manager Decorator, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, RUNNING, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City Building, RUNNING, Build Unit, BUILDING_MONUMENT: Accepted at 21.0
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, RUNNING, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_CAMPUS; Value: 142
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, RUNNING, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, SUCCESS, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, SUCCESS, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, SUCCESS, Purchase Plot, Not Buying anything
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, SUCCESS, Reserve Plot, Reserving plot 49 18
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, RUNNING, Contract Manager Decorator, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, RUNNING, Add Goal Tech, TECH_WRITING: Accepted/No civic submitted
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Check Plot, Plot 49 18: FEATURE_FLOODPLAINS
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Contract Manager Decorator, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Find Available Unit, Not seeking units
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Protect Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Move Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Clear Plot, Clearing with 0
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Build Unit, Not Building
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Find Available Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Build Unit, Not Building
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Cancel Contract, No contract
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Move Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City District, READY, Build Production, Using builder charge at 49 18
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, FAILURE, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 22
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, FAILURE, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, FAILURE, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, FAILURE, Reserve Plot, Failed to reserve 48 18
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Contract Manager Decorator, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Check Plot, Plot 48 18: FEATURE_FLOODPLAINS
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Build Unit, Not Building
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Cancel Contract, No contract
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Concurrent, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Protect Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Move Unit, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Sequence, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Priority, 
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Find Available Unit, Not seeking units
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Build Unit, Not Building
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Cancel Contract, No contract
2, 5, City LOC_CITY_NAME_STIRLING, Build City Improvement, READY, Concurrent, 
