Game Turn, Player, Unit, From X, From Y, To X, To Y, Info, Checksum
002, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (131073), 30, 25, 29, 25, 256, 727cde8b
002, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (196610), 31, 24, 31, 25, 256, 91fe8fd2
002, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 51, 25, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 52, 26, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 51, 25, 52, 25, 256, c61dd015
002, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 52, 26, 51, 26, 256, fcb6c0d8
002, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 22, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 23, 23, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 22, 23, 21, 256, 6eee517d
002, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 23, 23, 23, 24, 256, cb6b73e2
002, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 13, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 23, 14, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 13, 22, 12, 256, 9717ae4f
002, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 23, 14, 24, 14, 256, 5cc429d0
002, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 6, 19, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 7, 20, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 6, 19, 5, 19, 256, 13fb4089
002, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 7, 20, 6, 21, 256, bcd055d5
002, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 24, 32, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 23, 31, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 23, 31, 22, 30, 256, 16a8298d
002, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 24, 32, 22, 31, 256, 357d7847
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (65536), 49, 12, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 49, 13, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (327684), 10, 27, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 18, 17, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 10, 26, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (458758), 49, 40, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 48, 40, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (196610), 19, 17, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 49, 13, -9999, -9999, 2368, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 18, 17, -9999, -9999, 2368, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 10, 26, -9999, -9999, 2368, ffffffff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 49, 13, 51, 12, 320, 7bee9bbd
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 18, 17, 20, 15, 320, cc017edc
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 10, 26, 9, 26, 320, f84f00ff
002, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 26, -9999, -9999, 2112, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 73, 12, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 70, 14, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 70, 14, 5, 22, 16640, 553e943f
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 72, 15, 73, 16, 16384, 76e197d6
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 73, 12, 5, 21, 16640, 2cefb298
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 1, 14, 1, 15, 16384, 811ed836
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 1, 15, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 73, 16, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 1, 15, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 73, 16, -9999, -9999, 2325, ffffffff
002, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 47, 34, 43, 27, 16640, 787d294c
003, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 24, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 24, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 24, 17, 26, 320, 11c743f9
003, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 47, 21, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 47, 21, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 47, 21, 48, 22, 320,  57bcb11
003, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (131073), 29, 29, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (196610), 30, 34, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (131073), 29, 29, 30, 31, 256, ba547ebb
003, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (196610), 30, 34, 31, 35, 256, a64712f8
003, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (196610), 44, 30, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (131073), 43, 30, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (131073), 43, 30, 44, 32, 256, 23a27597
003, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (196610), 44, 30, 43, 31, 256, f2e4c181
003, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (131073), 12, 15, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (196610), 15, 14, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (131073), 12, 15, 13, 16, 256, cf4094ab
003, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (196610), 15, 14, 15, 13, 256, 39831c3c
003, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (131073), 29, 25, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (196610), 31, 25, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (131073), 29, 25, 29, 24, 256, ab95a2c0
003, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (196610), 31, 25, 30, 25, 256, 444fbe0d
003, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 52, 25, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 51, 26, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 52, 25, 53, 25, 256, 9760e832
003, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 51, 26, 51, 27, 256, aa3d2bc4
003, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 23, 24, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 21, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 21, 23, 20, 256, 8e9fd11b
003, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 23, 24, 22, 25, 256, 4b05bc16
003, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 12, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 24, 14, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 12, 22, 11, 256, 9309afb6
003, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 24, 14, 23, 15, 256, 16dbf88f
003, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 6, 21, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 5, 19, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 5, 19, 6, 20, 256, 92c4d83c
003, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 6, 21, 7, 21, 256, d1dd036f
003, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 22, 30, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 22, 31, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 22, 30, 21, 29, 256, b0fd3900
003, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 22, 31, 23, 29, 256, d9706abf
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (65536), 49, 12, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 20, 15, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (327684), 10, 27, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 12, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 26, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (589832), 28, 44, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 48, 40, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (458758), 49, 40, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (196610), 19, 17, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 12, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 20, 15, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 26, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 48, 40, -9999, -9999, 2368, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 12, 51, 10, 320, 13bbf12d
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 20, 15, 21, 15, 320,  733710b
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 26, 9, 24, 320, db493f34
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 48, 40, 47, 42, 320, 1b739c0f
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 47, 42, -9999, -9999, 2112, ffffffff
003, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 47, 42, 46, 42, 64, 472c05e2
003, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 73, 16, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 1, 15, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, -9999, -9999, 2325, ffffffff
003, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 1, 15, 3, 17, 16656, 1d564058
003, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 73, 16, 4, 20, 16656, 93072ab1
003, LOC_CIVILIZATION_MAORI_NAME, UNIT_WARRIOR (131073), 0, 18, 1, 20, 16400, cc7c548b
003, LOC_CIVILIZATION_AZTEC_NAME, UNIT_AZTEC_EAGLE_WARRIOR (131073), 46, 32, 43, 27, 16640, 61916369
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_SCOUT (196608), 15, 23, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 26, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_SCOUT (196608), 15, 23, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 26, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_SCOUT (196608), 15, 23, 16, 26, 320, 26177c8d
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 17, 26, 18, 26, 320, 5e86fd1c
004, LOC_CIVILIZATION_GRAN_COLOMBIA_NAME, UNIT_WARRIOR (131073), 18, 26, -9999, -9999, 2112, ffffffff
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 48, 22, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_SCOUT (196608), 48, 19, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_SCOUT (196608), 48, 19, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 48, 22, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_SCOUT (196608), 48, 19, 47, 16, 320, 14fd7300
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_SCOUT (196608), 48, 18, 47, 16, 64, a922d547
004, LOC_CIVILIZATION_SCOTLAND_NAME, UNIT_WARRIOR (131073), 48, 22, 50, 22, 320, 26d39fb7
004, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (196610), 31, 35, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (131073), 30, 31, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (131073), 30, 31, 30, 30, 256, b7ac4e56
004, LOC_CIVILIZATION_CARDIFF_NAME, UNIT_WARRIOR (196610), 31, 35, 30, 33, 256, 98b0d88e
004, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (131073), 44, 32, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (196610), 43, 31, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (131073), 44, 32, 45, 32, 256, 80626603
004, LOC_CIVILIZATION_MEXICO_CITY_NAME, UNIT_WARRIOR (196610), 43, 31, 44, 32, 256, 89c17418
004, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (131073), 13, 16, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (196610), 15, 13, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (131073), 13, 16, 12, 15, 256, 848c4d80
004, LOC_CIVILIZATION_PRESLAV_NAME, UNIT_WARRIOR (196610), 15, 13, 15, 14, 256, 943a3d51
004, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (131073), 29, 24, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (196610), 30, 25, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (131073), 29, 24, 28, 22, 256, b227691e
004, LOC_CIVILIZATION_ANTANANARIVO_NAME, UNIT_WARRIOR (196610), 30, 25, 30, 24, 256, 37af0acd
004, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 53, 25, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 51, 27, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (131073), 53, 25, 53, 26, 256, a948fdf9
004, LOC_CIVILIZATION_LISBON_NAME, UNIT_WARRIOR (196610), 51, 27, 52, 28, 256, a4e62324
004, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 22, 25, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 20, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (131073), 23, 20, 22, 20, 256, 5b2ee0c4
004, LOC_CIVILIZATION_HUNZA_NAME, UNIT_WARRIOR (196610), 22, 25, 23, 24, 256, ed543909
004, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 11, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 23, 15, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (131073), 22, 11, 22, 12, 256, c14d09c9
004, LOC_CIVILIZATION_BABYLON_NAME, UNIT_WARRIOR (196610), 23, 15, 24, 16, 256, 7c037b7a
004, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 6, 20, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 7, 21, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (131073), 6, 20, 6, 19, 256, d235d1ad
004, LOC_CIVILIZATION_VATICAN_CITY_NAME, UNIT_WARRIOR (196610), 7, 21, 8, 20, 256, 7b1da503
004, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 21, 29, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 23, 29, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (131073), 21, 29, 20, 29, 256, 45cfc5b3
004, LOC_CIVILIZATION_WOLIN_NAME, UNIT_WARRIOR (196610), 23, 29, 23, 28, 256, aa15d97e
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 10, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (65536), 49, 12, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (196610), 19, 17, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (327684), 10, 27, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 21, 15, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 24, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (589832), 28, 44, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 46, 42, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (655369), 8, 4, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (458758), 49, 40, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (720906), 8, 5, -9999, -9999, 2325, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 10, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 21, 15, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 24, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 46, 42, -9999, -9999, 2368, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 51, 10, 50, 8, 320, 97796bf2
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 21, 15, 22, 17, 320, f63e1a0f
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (393221), 9, 24, 9, 22, 320, cdbc0c75
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (524295), 46, 42, 45, 40, 320, 336897fe
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 50, 8, -9999, -9999, 2112, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 22, 17, -9999, -9999, 2112, ffffffff
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (131073), 50, 8, 49, 8, 64, ad124b3a
004, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (262147), 22, 17, 23, 17, 64,  282e2c9
004, LOC_CIVILIZATION_MAORI_NAME, UNIT_SETTLER (65536), 3, 17, -9999, -9999, 2325, ffffffff
